TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID,PreferredTime
1435,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
1312,Water the garden,Personal,Less Important,30,Thursday,8:00,8:30,user1,Morning
1471,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1,Afternoon
99,Meeting,Work,Normal,95,Monday,23:00,0:35,user1,Evening
790,Take a nap,Personal,Less Important,30,Wednesday,16:30,17:00,user1,Afternoon
1359,Check and reply to messages,Work,Normal,15,Monday,13:00,13:15,user1,Afternoon
2738,Review lecture notes,Education,Very Important,45,Tuesday,8:00,8:45,user1,Morning
201,Browse social media,Personal,Less Important,15,Tuesday,7:45,8:00,user1,Morning
2673,Watch a movie,Personal,Less Important,60,Monday,20:00,21:00,user1,Evening
2502,Evening walk,Personal,Normal,60,Thursday,18:45,19:45,user1,Evening
3149,Wash dishes,Personal,Normal,30,Friday,11:30,12:00,user1,Morning
1067,Take a walk after dinner,Personal,Less Important,20,Monday,21:15,21:35,user1,Evening
3276,Mail documents,Personal,Very Important,60,Friday,15:45,16:45,user1,Afternoon
1715,Go for a walk,Personal,Normal,30,Monday,14:20,14:50,user1,Afternoon
510,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
1447,Update personal profiles,Personal,Less Important,15,Thursday,13:00,13:15,user1,Afternoon
466,Watch TV,Personal,Normal,60,Monday,20:00,21:00,user1,Evening
948,Jogging,Personal,Less Important,30,Saturday,7:45,8:15,user1,Morning
13,Check email,Work,Normal,15,Saturday,8:45,9:00,user1,Morning
314,Learn English,Education,Important,60,Sunday,15:00,16:00,user1,Afternoon
3030,Stream live concert,Personal,Less Important,30,Wednesday,19:30,20:00,user1,Evening
44,Read a book,Personal,Normal,60,Tuesday,20:15,21:15,user1,Evening
1623,Research a topic of interest,Education,Important,90,Monday,15:00,16:30,user1,Afternoon
312,Yoga practice,Personal,Normal,30,Friday,6:00,6:30,user1,Morning
2649,Dinner with friends,Personal,Less Important,60,Saturday,18:15,19:15,user1,Evening
1730,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1,Evening
2872,Coffee with a friend,Personal,Less Important,60,Sunday,14:15,15:15,user1,Afternoon
1456,Brush teeth,Personal,Normal,5,Saturday,6:50,6:55,user1,Morning
5tB9MhdKFrYkSLsQBgmj,visit museum,Personal,Normal,120,Thursday,10:05,12:05,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
3152,Organize closet,Personal,Normal,45,Monday,15:15,16:00,user1,Afternoon
5upsLXfMsNRJCficM6rV,take nap,Personal,Less Important,20,Friday,13:30,13:50,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
3211,Write a summary of today's learnings,Education,Very Important,45,Tuesday,15:45,16:30,user1,Afternoon
1814,Make a scrapbook,Personal,Normal,30,Saturday,15:30,16:00,user1,Afternoon
1689,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1,Afternoon
824,Sunbathe,Personal,Less Important,30,Wednesday,16:00,16:30,user1,Afternoon
414,Weekend getaway planning,Personal,Normal,90,Saturday,15:00,16:30,user1,Afternoon
2206,Practice coding,Education,Important,45,Tuesday,12:30,13:15,user1,Afternoon
1508,Plan for the new week,Work,Important,45,Monday,8:00,8:45,user1,Morning
2522,Prepare budget report,Work,Very Important,30,Wednesday,14:00,14:30,user1,Afternoon
1377,Pick up kids from school,Personal,Normal,30,Wednesday,16:00,16:30,user1,Afternoon
3143,Grocery shopping,Personal,Very Important,30,Friday,9:30,10:00,user1,Morning
1087,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1,Afternoon
1556,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1,Evening
2310,Attend webinar,Education,Important,45,Wednesday,16:45,17:30,user1,Afternoon
1675,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1,Morning
2103,Buy stationery,Personal,Very Important,45,Saturday,11:45,12:30,user1,Morning
899,Take a deep breath,Personal,Normal,5,Tuesday,8:40,8:45,user1,Morning
3061,Do the laundry,Personal,Normal,30,Friday,17:45,18:15,user1,Afternoon
455,Morning coffee break,Personal,Normal,15,Saturday,10:00,10:15,user1,Morning
722,Sketch a design,Personal,Normal,90,Sunday,14:00,15:30,user1,Afternoon
1324,Organize workspace,Work,Important,60,Tuesday,13:00,14:00,user1,Afternoon
2679,Explore new tools,Education,Important,60,Monday,9:45,10:45,user1,Morning
2063,Read comics,Personal,Less Important,45,Friday,19:45,20:30,user1,Evening
1573,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1,Evening
1270,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1,Evening
2784,Update project status,Work,Very Important,60,Monday,13:00,14:00,user1,Afternoon
2287,Home workout,Personal,Normal,45,Wednesday,8:30,9:15,user1,Morning
1365,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1,Evening
1306,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1,Evening
2732,Read research paper,Education,Important,60,Saturday,10:00,11:00,user1,Morning
1382,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1,Evening
3292,Take notes from an eBook,Education,Important,45,Monday,17:45,18:30,user1,Afternoon
1362,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1,Afternoon
1771,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1,Afternoon
1513,Check email,Work,Normal,15,Saturday,8:45,9:00,user1,Morning
390,Coding Session,Personal,Normal,16,Saturday,16:00,16:16,user1,Afternoon
2330,Mop the floor,Personal,Normal,60,Wednesday,11:15,12:15,user1,Morning
2430,Cross-department alignment,Work,Important,45,Thursday,15:45,16:30,user1,Afternoon
2796,Hang out at a cafe,Personal,Less Important,30,Friday,17:45,18:15,user1,Afternoon
1848,Explore new tools,Education,Important,30,Thursday,16:15,16:45,user1,Afternoon
668,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1,Morning
2704,Respond to work emails,Work,Very Important,45,Monday,11:30,12:15,user1,Morning
2377,Code review session,Work,Very Important,60,Thursday,11:15,12:15,user1,Morning
180,Clean the bathroom,Personal,Normal,30,Tuesday,18:00,18:30,user1,Evening
1463,Walk to the bus stop,Personal,Normal,10,Thursday,7:30,7:40,user1,Morning
2762,Write short story,Personal,Normal,60,Tuesday,16:15,17:15,user1,Afternoon
1937,Attend a birthday party,Personal,Less Important,45,Friday,18:30,19:15,user1,Evening
2306,Plan weekend gathering,Personal,Less Important,60,Saturday,15:45,16:45,user1,Afternoon
148,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
2783,Coffee with a friend,Personal,Less Important,45,Sunday,17:00,17:45,user1,Afternoon
2699,Home workout,Personal,Normal,45,Wednesday,7:45,8:30,user1,Morning
2841,Drop off donation,Personal,Very Important,60,Tuesday,9:00,10:00,user1,Morning
933,Learn English,Education,Important,60,Friday,15:15,16:15,user1,Afternoon
383,Yoga,Personal,Important,112,Saturday,21:00,22:52,user1,Evening
1635,Back up important data,Work,Important,30,Saturday,9:00,9:30,user1,Morning
2190,Dinner with friends,Personal,Less Important,45,Saturday,21:45,22:30,user1,Evening
3294,Read research paper,Education,Important,30,Sunday,14:45,15:15,user1,Afternoon
1500,Research a topic,Education,Important,30,Monday,15:30,16:00,user1,Afternoon
2375,One-on-one with supervisor,Work,Important,60,Thursday,16:45,17:45,user1,Afternoon
2982,Review lecture notes,Education,Very Important,30,Tuesday,13:30,14:00,user1,Afternoon
2401,Write short story,Personal,Normal,30,Monday,11:30,12:00,user1,Morning
1988,Make a scrapbook,Personal,Normal,60,Thursday,15:30,16:30,user1,Afternoon
971,Writing,Work,Less Important,70,Monday,18:00,19:10,user1,Evening
2771,Prepare budget report,Work,Very Important,60,Saturday,9:00,10:00,user1,Morning
2616,Create flashcards for revision,Education,Very Important,30,Sunday,14:15,14:45,user1,Afternoon
154,Drive to work,Work,Normal,30,Saturday,9:30,10:00,user1,Morning
1010,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1,Afternoon
1904,Join an online gaming session,Personal,Less Important,60,Wednesday,18:45,19:45,user1,Evening
745,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1,Morning
1127,Take care of plants,Personal,Normal,30,Saturday,14:00,14:30,user1,Afternoon
2353,Create flashcards for revision,Education,Very Important,60,Saturday,12:45,13:45,user1,Afternoon
3055,Design a presentation,Work,Very Important,60,Saturday,9:15,10:15,user1,Morning
2838,Practice coding,Education,Important,30,Monday,12:00,12:30,user1,Afternoon
2364,Visit the bank,Personal,Very Important,30,Monday,11:00,11:30,user1,Morning
1746,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1,Morning
3278,Write short story,Personal,Normal,30,Wednesday,14:00,14:30,user1,Afternoon
564,Reply to messages,Personal,Normal,15,Friday,15:00,15:15,user1,Afternoon
74,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1,Evening
1644,Complete a crossword puzzle,Personal,Normal,30,Monday,21:00,21:30,user1,Evening
598,Take a coffee break,Personal,Normal,10,Monday,10:30,10:40,user1,Morning
1738,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1,Afternoon
596,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1,Evening
1819,Summarize a chapter,Education,Very Important,60,Sunday,14:30,15:30,user1,Afternoon
3219,Online course session,Education,Important,60,Saturday,12:30,13:30,user1,Afternoon
867,Take a nap,Personal,Less Important,20,Monday,13:00,13:20,user1,Afternoon
2039,Explore new tools,Education,Important,60,Saturday,15:30,16:30,user1,Afternoon
2139,Edit a short video,Personal,Normal,30,Saturday,18:15,18:45,user1,Evening
21,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1,Afternoon
280,Go for a bike ride,Personal,Less Important,30,Thursday,17:00,17:30,user1,Afternoon
237,Compose music,Personal,Normal,60,Sunday,15:30,16:30,user1,Afternoon
764,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1,Evening
120,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
3085,Review lecture notes,Education,Very Important,30,Monday,14:45,15:15,user1,Afternoon
2682,Online course session,Education,Important,45,Saturday,8:00,8:45,user1,Morning
2747,Chat with neighbors,Personal,Less Important,30,Sunday,18:00,18:30,user1,Evening
672,Yoga,Work,Important,16,Tuesday,20:00,20:16,user1,Evening
2620,Jogging,Personal,Normal,45,Saturday,7:30,8:15,user1,Morning
805,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1,Morning
2922,Strategy discussion,Work,Important,45,Sunday,11:15,12:00,user1,Morning
1628,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1,Evening
2572,Call family,Personal,Less Important,60,Friday,18:15,19:15,user1,Evening
1832,Home workout,Personal,Normal,60,Monday,8:30,9:30,user1,Morning
2158,Attend webinar,Education,Important,60,Tuesday,13:45,14:45,user1,Afternoon
996,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1,Evening
1404,Exercise,Personal,Important,45,Wednesday,8:35,9:20,user1,Morning
1581,Yoga,Personal,Less Important,87,Thursday,21:00,22:27,user1,Evening
860,Check weather,Personal,Less Important,5,Monday,6:00,6:05,user1,Morning
2329,Join online group chat,Personal,Less Important,30,Saturday,20:00,20:30,user1,Evening
7o7qxbCCryOBAGpGghuB,take nap,Personal,Less Important,30,Thursday,15:45,16:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
3126,Complete a coding challenge,Education,Important,45,Monday,16:45,17:30,user1,Afternoon
1944,Clean the bathroom,Personal,Normal,45,Friday,12:00,12:45,user1,Afternoon
521,Organize work,Work,Important,60,Sunday,10:30,11:30,user1,Morning
695,Meeting,Work,Very Important,82,Thursday,20:00,21:22,user1,Evening
2851,Read comics,Personal,Less Important,45,Sunday,21:30,22:15,user1,Evening
1106,Meet friends,Personal,Normal,90,Wednesday,17:00,18:30,user1,Afternoon
2221,Read a book,Education,Very Important,45,Tuesday,19:00,19:45,user1,Evening
7zGjw5KWXzQWPs7U4e0H,play boardgames,Personal,Normal,55,Friday,17:50,18:45,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
2589,Test new software features,Work,Very Important,60,Thursday,12:15,13:15,user1,Afternoon
1610,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1,Afternoon
494,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1,Evening
311,Learn programming,Education,Very Important,90,Thursday,19:00,20:30,user1,Evening
2083,Attend a birthday party,Personal,Less Important,45,Sunday,21:00,21:45,user1,Evening
1562,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1,Morning
1021,Call a relative,Personal,Normal,30,Saturday,10:30,11:00,user1,Morning
2717,Test new software features,Work,Very Important,45,Wednesday,10:45,11:30,user1,Morning
1041,Play board games with family,Personal,Normal,90,Friday,19:30,21:00,user1,Evening
3023,Test new software features,Work,Very Important,45,Friday,10:00,10:45,user1,Morning
809,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1,Evening
3291,Water the plants,Personal,Normal,45,Saturday,8:15,9:00,user1,Morning
1659,Check and reply to messages,Work,Normal,15,Monday,13:00,13:15,user1,Afternoon
2599,Review lecture notes,Education,Very Important,60,Saturday,12:30,13:30,user1,Afternoon
8DiNshepOJ7SdcdpcipQ,jogging,Personal,Less Important,30,Thursday,11:00,11:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
1117,Read a book,Personal,Normal,60,Monday,22:00,23:00,user1,Evening
721,Call a relative,Personal,Normal,30,Saturday,10:30,11:00,user1,Morning
2588,Jogging,Personal,Normal,60,Saturday,5:00,6:00,user1,Morning
3295,Read research paper,Education,Important,60,Saturday,14:45,15:45,user1,Afternoon
3157,Visit pharmacy,Personal,Very Important,30,Thursday,15:30,16:00,user1,Afternoon
3018,Watch online tutorial,Education,Important,60,Sunday,12:00,13:00,user1,Afternoon
2379,Write a blog post,Personal,Normal,45,Tuesday,17:15,18:00,user1,Afternoon
1227,Plan for the new week,Work,Important,45,Saturday,8:00,8:15,user1,Morning
2506,Solve math problems,Education,Very Important,45,Wednesday,18:00,18:45,user1,Evening
2819,Prepare budget report,Work,Very Important,60,Sunday,15:15,16:15,user1,Afternoon
1250,Learn programming,Education,Very Important,90,Monday,19:15,20:45,user1,Evening
2451,Home workout,Personal,Normal,45,Monday,8:15,9:00,user1,Morning
552,Wake up,Personal,Very Important,15,Monday,6:00,6:15,user1,Morning
2212,Mail documents,Personal,Very Important,45,Monday,14:15,15:00,user1,Afternoon
445,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1,Morning
1116,Play games,Personal,Less Important,60,Monday,19:50,20:50,user1,Evening
1744,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
434,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
1347,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1,Morning
2336,Respond to work emails,Work,Very Important,45,Sunday,16:45,17:30,user1,Afternoon
1235,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1,Morning
492,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
420,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
881,Watch TV series,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
2368,Practice a new language,Education,Important,30,Sunday,11:00,11:30,user1,Morning
69,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1,Morning
1754,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1,Morning
3109,Read research paper,Education,Important,60,Saturday,10:15,11:15,user1,Morning
487,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1,Afternoon
2726,Practice coding,Education,Important,60,Friday,21:45,22:45,user1,Evening
1202,Go to the supermarket,Personal,Normal,30,Tuesday,16:00,16:30,user1,Afternoon
143,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1,Afternoon
1804,Take online quiz,Education,Very Important,45,Tuesday,15:30,16:15,user1,Afternoon
1788,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1,Afternoon
1881,Clean the kitchen,Personal,Normal,30,Sunday,17:15,17:45,user1,Afternoon
8uYBUj3ZkSrZ4WNexvGf,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
667,Yoga,Personal,Very Important,63,Thursday,10:00,11:03,user1,Morning
865,Buy groceries,Personal,Normal,60,Saturday,10:00,11:00,user1,Morning
718,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1,Evening
1429,Clean the kitchen,Personal,Normal,30,Monday,20:45,21:15,user1,Evening
2415,Record a song,Personal,Normal,30,Wednesday,20:30,21:00,user1,Evening
3015,Do the laundry,Personal,Normal,30,Saturday,12:30,13:00,user1,Afternoon
647,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1,Morning
1530,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1,Evening
2293,Get a haircut,Personal,Very Important,30,Friday,17:15,17:45,user1,Afternoon
2868,Attend webinar,Education,Important,30,Sunday,16:45,17:15,user1,Afternoon
2020,Watch a movie,Personal,Less Important,60,Monday,21:45,22:45,user1,Evening
97F2iPsrwclzMaGqXXe4,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
97RFfu6z7kXjOtZD6swh,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
453,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1,Morning
2711,Water the plants,Personal,Normal,30,Saturday,8:45,9:15,user1,Morning
1853,Cycling,Personal,Normal,45,Monday,7:30,8:15,user1,Morning
3112,Swimming,Personal,Normal,60,Monday,6:45,7:45,user1,Morning
438,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1,Morning
2147,Sketch a design,Personal,Normal,45,Tuesday,16:15,17:00,user1,Afternoon
609,Jogging,Personal,Less Important,30,Tuesday,7:30,8:00,user1,Morning
2529,Stretching session,Personal,Normal,30,Wednesday,7:30,8:00,user1,Morning
236,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
2467,Stream live concert,Personal,Less Important,45,Saturday,19:45,20:30,user1,Evening
3029,Product demo with client,Work,Important,30,Thursday,12:45,13:15,user1,Afternoon
58,Yoga,Work,Very Important,46,Tuesday,19:00,19:46,user1,Evening
741,Play board games with family,Personal,Normal,90,Friday,19:30,21:00,user1,Evening
1977,Pick up package,Personal,Very Important,30,Wednesday,12:15,12:45,user1,Afternoon
258,Take vitamins,Personal,Normal,5,Saturday,7:10,7:15,user1,Morning
3272,Read comics,Personal,Less Important,30,Thursday,18:00,18:30,user1,Evening
2608,Create flashcards for revision,Education,Very Important,45,Sunday,16:45,17:30,user1,Afternoon
725,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1,Morning
3197,Take online quiz,Education,Very Important,30,Monday,10:30,11:00,user1,Morning
439,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
2416,Mop the floor,Personal,Normal,45,Thursday,16:00,16:45,user1,Afternoon
1801,Clean the kitchen,Personal,Normal,45,Sunday,16:00,16:45,user1,Afternoon
1185,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1,Evening
1200,Research a topic,Education,Important,30,Monday,15:30,16:00,user1,Afternoon
2197,Paint a picture,Personal,Normal,30,Sunday,15:15,15:45,user1,Afternoon
